movie_title,release_date,genre
Sophie's Choice,8-Dec-82,"Drama,Romance"
Tyrannosaur,18-Nov-11,Drama
Envy,30-Apr-04,Comedy
Wadjda,13-Sep-13,Drama
Iron Monkey,12-Oct-01,"Action,Comedy,Crime"
"Legally Blonde 2: Red, White & Blonde",2-Jul-03,Comedy
Second Act,21-Dec-18,"Drama,Comedy,Romance"
Queen of Earth,26-Aug-15,"Drama,Thriller"
The Possession of Hannah Grace,30-Nov-18,"Mystery,Thriller,Horror"
20 Feet from Stardom,14-Jun-13,Documentary
The Peanut Butter Falcon,9-Aug-19,"Adventure,Drama,Sport,Comedy"
Miracle,6-Feb-04,"Drama,History,Sport,Family"
A Better Life,24-Jun-11,Drama
Being Flynn,2-Mar-12,"Drama,Comedy"
Rapture-Palooza,7-Jun-13,"Fantasy,Horror,Comedy"
The Shaggy Dog,10-Mar-06,"Fantasy,Comedy,Family"
9 Songs,22-Jul-05,"Drama,Romance,Music"
The Sisterhood of the Traveling Pants,1-Jun-05,"Adventure,Comedy,Romance"
Nancy Drew,15-Jun-07,"Adventure,Mystery,Thriller,Comedy,Crime,Family"
The Hurricane Heist,9-Mar-18,"Action,Thriller,Crime"
A Pigeon Sat on a Branch Reflecting on Existence,3-Jun-15,"Drama,Comedy"
Castle in the Sky,1-Apr-89,"Adventure,Fantasy,Animation,Family"
Edmond,14-Jul-06,"Drama,Thriller"
Entrapment,30-Apr-99,"Action,Thriller,Romance,Crime"
Love in the Time of Cholera,16-Nov-07,"Drama,Romance"
Berberian Sound Studio,14-Jun-13,"Drama,Thriller,Horror"
The City of Lost Children,15-Dec-95,"Adventure,Sci-Fi,Drama,Fantasy,Comedy"
The Future,29-Jul-11,Drama
Easy Money,11-Jul-12,"Drama,Thriller,Crime"
The Intruder,3-May-19,"Drama,Mystery,Thriller,Horror"
Wetlands,5-Sep-14,"Drama,Comedy"
In the Fade,27-Dec-17,"Drama,Crime"
Mayhem,10-Nov-17,"Action,Horror"
Wasabi,27-Sep-02,"Action,Drama,Thriller,Comedy,Crime"
For a Few Dollars More,10-May-67,Western
Extreme Ops,27-Nov-02,"Action,Adventure,Thriller"
Steve Jobs: Man in the Machine,4-Sep-15,Documentary
Purple Rain,27-Jul-84,"Drama,Romance,Music,Musical"
Management,15-May-09,"Comedy,Romance"
Love Is All You Need,3-May-13,"Comedy,Romance"
King Cobra,21-Oct-16,"Drama,Crime"
Birth of the Dragon,25-Aug-17,"Action,Biography,Drama"
McQueen,20-Jul-18,"Biography,Documentary"
The Deep End,8-Aug-01,"Drama,Mystery,Thriller,Crime"
The Aristocats,24-Dec-70,"Adventure,Comedy,Music,Animation,Family"
Walk on Water,4-Mar-05,"Drama,Mystery,Thriller"
Jaws 3-D,22-Jul-83,"Adventure,Thriller,Horror"
Topsy-Turvy,17-Dec-99,"Biography,Drama,Comedy,Music"
The Man Without a Past,4-Apr-03,"Drama,Thriller,Comedy,Romance,Crime,Music"
Miss Bala,14-Oct-11,"Action,Drama"
Listen Up Philip,17-Oct-14,Drama
The Contender,13-Oct-00,"Drama,Thriller"
Sukiyaki Western Django,29-Aug-08,"Action,Western"
Love Exposure,2-Sep-11,"Action,Drama,Comedy,Romance"
The Insult,12-Jan-18,"Drama,Thriller"
Snow Angels,7-Mar-08,"Drama,Romance"
Live and Let Die,27-Jun-73,"Action,Adventure,Thriller"
#Horror,20-Nov-15,"Drama,Mystery,Thriller,Horror"
Band of Robbers,15-Jan-16,"Adventure,Thriller,Comedy,Crime"
Feel the Noise,5-Oct-07,"Drama,Music"
The Hole in the Ground,1-Mar-19,Horror
Mary Shelley,25-May-18,"Biography,Drama,Romance"
The Week Of,27-Apr-18,Comedy
Cinderella,4-Mar-50,"Fantasy,Romance,Animation,Family,Musical"
War Witch,1-Mar-13,"Drama,War"
Paddleton,22-Feb-19,"Drama,Comedy"
Right at Your Door,24-Aug-07,"Drama,Thriller"
Cropsey,4-Jun-10,"Horror,Documentary"
The Last Circus,19-Aug-11,Comedy
Intermission,19-Mar-04,"Drama,Thriller,Comedy,Crime"
Escobar: Paradise Lost,26-Jun-15,"Drama,Thriller,Romance,Crime"
A Nightmare on Elm Street 5: The Dream Child,11-Aug-89,"Fantasy,Horror"
Maurice,18-Sep-87,"Drama,Romance"
Fast Color,19-Apr-19,"Sci-Fi,Drama,Thriller"
These Final Hours,6-Mar-15,"Drama,Thriller"
Bullet Head,8-Dec-17,"Drama,Thriller,Crime"
Strangerland,10-Jul-15,"Drama,Thriller"
Assault on Precinct 13,5-Nov-76,"Action,Thriller,Crime"
Duck Season,10-Mar-06,Comedy
I Served the King of England,29-Aug-08,"Drama,Comedy,Romance,War"
The Rocketeer,21-Jun-91,"Action,Adventure,Sci-Fi,Comedy,Family"
Black Butterfly,26-May-17,Thriller
Haunt,7-Mar-14,"Mystery,Horror"
Marguerite,11-Mar-16,Drama
Rize,24-Jun-05,"Music,Documentary"
Janis: Little Girl Blue,27-Nov-15,"Biography,Music,Documentary"
The Falling,7-Aug-15,"Drama,Mystery"
The Land of Steady Habits,14-Sep-18,"Drama,Comedy"
The Opposite of Sex,22-May-98,"Drama,Comedy,Romance"
Things to Do in Denver When You're Dead,1-Dec-95,"Drama,Romance,Crime"
Brake,23-Mar-12,"Action,Thriller,Crime"
In the Heat of the Night,3-Aug-67,"Drama,Mystery,Thriller,Crime"
Burnt Money,19-Oct-01,"Drama,Thriller,Romance,Crime"
Inside Deep Throat,11-Feb-05,"History,Documentary"
How She Move,25-Jan-08,Drama
Big Man Japan,15-May-09,"Sci-Fi,Comedy"
The Girl Cut in Two,15-Aug-08,"Drama,Thriller"
The Rocket,10-Jan-14,Drama
The Road Home,25-May-01,"Drama,Romance"
The Pervert's Guide to Ideology,1-Nov-13,Documentary
Killing Them Safely,27-Nov-15,"Drama,Documentary"
Citizen Ruth,13-Dec-96,"Drama,Comedy"
Dragon,30-Nov-12,"Action,Drama"
Jack Goes Home,14-Oct-16,"Drama,Thriller,Horror"
Street Fight,22-Feb-06,Documentary
Goodbye First Love,20-Apr-12,"Drama,Romance"
Smoke Signals,26-Jun-98,"Drama,Comedy"
Maria by Callas,2-Nov-18,"Biography,Documentary"
XXY,2-May-08,Drama
Married Life,7-Mar-08,"Drama,Romance,Crime"
Cavite,26-May-06,Thriller
I Think We're Alone Now,14-Sep-18,"Sci-Fi,Drama,Mystery"
The Private Lives of Pippa Lee,27-Nov-09,"Drama,Romance"
Crossover,1-Sep-06,"Action,Sport"
One False Move,8-May-92,"Drama,Crime"
In the Fog,14-Jun-13,"Drama,History,War"
Roman de gare,25-Apr-08,Drama
The Other Dream Team,28-Sep-12,Documentary
Last Passenger,25-Apr-14,"Action,Mystery,Thriller"
Patrik Age 1.5,6-Aug-10,"Drama,Comedy,Romance"
Thin Ice,17-Feb-12,"Drama,Comedy,Crime"
Quid Pro Quo,13-Jun-08,"Drama,Thriller"
Spinning Man,6-Apr-18,"Drama,Mystery,Thriller"
Museo,14-Sep-18,"Drama,Crime"
Paper Moon,9-May-73,"Drama,Comedy,Crime"
Crossing the Bridge: The Sound of Istanbul,9-Jun-06,"Music,Documentary"
Meet the Patels,11-Sep-15,"Comedy,Romance,Documentary"
Sunshine Superman,22-May-15,"Biography,Sport,Documentary"
The Final Year,19-Jan-18,Documentary
The Four Times (Le Quattro Volte),30-Mar-11,Drama
"Paris, Texas",2-Nov-84,Drama
La faute à Fidel!,3-Aug-07,"Drama,History"
For the Love of Spock,9-Sep-16,"Biography,Documentary"
Everyone Else,9-Apr-10,"Drama,Romance"
Stoked: The Rise and Fall of Gator,22-Aug-03,"Sport,Documentary"
Una Noche,23-Aug-13,Drama
Caterina va in città,3-Jun-05,"Drama,Comedy"
The Jerk,14-Dec-79,Comedy
Don't Come Knocking,17-Mar-06,"Drama,Music"
After the Wedding,9-Aug-19,Drama
Journey from the Fall,23-Mar-07,Drama
Sea of Love,15-Sep-89,"Drama,Mystery,Thriller,Romance,Crime"
Wall,26-Aug-05,Documentary
The Boys & Girl from County Clare,11-Mar-05,"Comedy,Romance,Music"
Swamp Thing,19-Feb-82,"Sci-Fi,Horror"
Dark Matter,11-Apr-08,Drama
One & Two,14-Aug-15,"Drama,Thriller,Fantasy"
Deliver Us from Eva,7-Feb-03,"Drama,Comedy,Romance"
Little Women,28-Sep-18,"Drama,Family"
Serious Moonlight,4-Dec-09,"Comedy,Romance,Crime"
The Day He Arrives,20-Apr-12,Drama
Phil Ochs: There But for Fortune,5-Jan-11,"Biography,History,Music,Documentary"
Exhibition,20-Jun-14,Drama
The Girl in the Book,11-Dec-15,Drama
Art and Craft,19-Sep-14,Documentary
Ae Fond Kiss...,26-Nov-04,"Drama,Romance"
Three Days of the Condor,24-Sep-75,"Mystery,Thriller"
The Daughter,27-Jan-17,Drama
Overnight,10-Nov-04,Documentary
The Pink Panther Strikes Again,15-Dec-76,"Comedy,Crime"
Trishna,13-Jul-12,Drama
The Journey,16-Jun-17,Drama
Tai Chi Zero,19-Oct-12,"Action,Drama"
I Do... Until I Don't,1-Sep-17,Comedy
The Girl in the Photographs,1-Apr-16,"Thriller,Horror,Crime"
Last Resort,23-Feb-01,"Drama,Romance"
The Day of the Jackal,30-Jul-73,"Drama,Thriller,Crime"
The Golden Dream,28-Aug-15,Drama
Iron Island,31-Mar-06,Drama
The Tunnel,29-Apr-05,"Action,Drama,History,Thriller"
Pellet,13-Dec-02,Drama
Devils on the Doorstep,18-Dec-02,"Drama,Comedy,War"
Pierrepoint,1-Jun-07,Drama
Leaving,1-Oct-10,"Drama,Romance"
Yardie,15-Mar-19,"Drama,Crime"
Racer and the Jailbird,4-May-18,"Drama,Crime"
3 Ninjas: High Noon at Mega Mountain,10-Apr-98,"Action,Adventure,Comedy,Family"
Return to Nuke 'Em High Volume 1,10-Jan-14,"Sci-Fi,Horror,Comedy"
America the Beautiful,1-Aug-08,Documentary
Toni Morrison: The Pieces I Am,21-Jun-19,Documentary
Tully,1-Nov-02,Drama
Knuckle,2-Dec-11,"Biography,Drama,Documentary"
Back to Burgundy,23-Mar-18,"Drama,Comedy"
Focus,19-Oct-01,"Drama,Romance"
Guardians of the Galaxy,1-Aug-14,"Action,Adventure,Sci-Fi"
Jurassic World,12-Jun-15,"Action,Adventure,Sci-Fi,Thriller"
La La Land,9-Dec-16,"Drama,Comedy,Romance,Musical"
Star Wars: Episode III - Revenge of the Sith,19-May-05,"Action,Sci-Fi,Fantasy"
The Shawshank Redemption,1-Sep-94,"Drama,Crime"
Zootopia,4-Mar-16,"Action,Adventure,Comedy,Crime,Animation,Family"
It,8-Sep-17,"Adventure,Drama,Thriller,Horror"
Memento,16-Mar-01,"Mystery,Thriller"
SPECTRE,6-Nov-15,"Action,Adventure,Thriller,Crime"
Lucy,25-Jul-14,"Action,Sci-Fi,Thriller"
Ready Player One,29-Mar-18,"Action,Adventure,Sci-Fi,Thriller,Animation"
Argo,12-Oct-12,Drama
The Terminator,26-Oct-84,"Action,Sci-Fi,Thriller"
The Bourne Ultimatum,3-Aug-07,"Action,Adventure,Mystery,Thriller"
22 Jump Street,13-Jun-14,"Action,Comedy,Crime"
The Girl with the Dragon Tattoo,20-Dec-11,"Drama,Thriller"
The Emoji Movie,28-Jul-17,"Adventure,Sci-Fi,Comedy,Animation,Family"
Harry Potter and the Chamber of Secrets,15-Nov-02,"Adventure,Mystery,Fantasy,Family"
Fury,17-Oct-14,"Action,Drama,War"
Fast & Furious 6,24-May-13,"Action,Adventure,Thriller,Crime"
The Interview,25-Dec-14,"Action,Comedy"
Paranormal Activity,25-Sep-09,"Thriller,Horror"
"Monsters, Inc.",2-Nov-01,"Adventure,Fantasy,Comedy,Animation,Family"
It: Chapter Two,6-Sep-19,"Drama,Thriller,Fantasy,Horror"
Crimson Peak,16-Oct-15,"Drama,Mystery,Thriller,Fantasy,Horror,Romance"
Up in the Air,4-Dec-09,"Drama,Romance"
Life,24-Mar-17,"Sci-Fi,Thriller,Horror"
Oldboy,25-Mar-05,"Action,Drama,Mystery,Thriller"
Jumanji: Welcome to the Jungle,20-Dec-17,"Action,Adventure,Fantasy,Comedy,Family"
BlacKkKlansman,10-Aug-18,"Biography,Drama,Comedy,Crime"
The Aviator,17-Dec-04,"Biography,Drama"
Cowboys & Aliens,29-Jul-11,"Action,Sci-Fi,Thriller,Western"
Brooklyn,4-Nov-15,"Drama,Comedy,Romance"
Into the Woods,25-Dec-14,"Adventure,Fantasy,Comedy,Family,Musical"
A Beautiful Mind,21-Dec-01,"Biography,Drama"
Lady Macbeth,14-Jul-17,Drama
How to Train Your Dragon: The Hidden World,22-Feb-19,"Action,Adventure,Fantasy,Comedy,Animation,Family"
Robin Hood,14-May-10,"Action,Adventure,Drama"
End of Watch,21-Sep-12,"Drama,Mystery,Thriller,Crime"
RED,15-Oct-10,"Action,Comedy,Crime"
The Raid: Redemption,23-Mar-12,"Action,Thriller,Crime"
Ghost Rider: Spirit of Vengeance,17-Feb-12,"Action,Thriller,Fantasy"
Sunshine,20-Jul-07,"Adventure,Sci-Fi,Thriller"
Halloween (2007),31-Aug-07,Horror
Lion,25-Nov-16,Drama
Ponyo,14-Aug-09,"Adventure,Fantasy,Animation,Family"
The Counselor,25-Oct-13,"Drama,Thriller,Crime"
Tower Heist,4-Nov-11,"Action,Comedy,Crime"
"Love, Simon",16-Mar-18,"Drama,Comedy,Romance"
Ice Age: Continental Drift,13-Jul-12,"Adventure,Comedy,Animation,Family"
Joy,25-Dec-15,"Biography,Drama,History,Comedy"
Happy Death Day,13-Oct-17,"Mystery,Thriller,Horror"
The Meg,10-Aug-18,"Action,Sci-Fi,Thriller,Horror"
The Babymakers,3-Aug-12,"Adventure,Comedy"
Kung Fu Hustle,8-Apr-05,"Action,Fantasy,Comedy,Crime"
Buried,24-Sep-10,"Drama,Mystery,Thriller"
Eighth Grade,13-Jul-18,"Drama,Comedy"
Thirteen Ghosts,26-Oct-01,"Mystery,Thriller,Horror"
Never Let Me Go,15-Sep-10,"Drama,Thriller"
"I Love You, Man",20-Mar-09,"Comedy,Romance"
Sicario: Day of the Soldado,29-Jun-18,"Action,Drama,Thriller,Crime"
Sex and the City,30-May-08,"Drama,Comedy,Romance"
Nerve,27-Jul-16,"Adventure,Sci-Fi,Mystery,Thriller,Crime"
The Diving Bell and the Butterfly,30-Nov-07,"Biography,Drama"
Jack the Giant Slayer,1-Mar-13,"Adventure,Drama,Fantasy,Romance"
Jackie,2-Dec-16,"Biography,Drama"
Overlord,9-Nov-18,"Action,Adventure,Sci-Fi,Mystery,Thriller,Horror,War"
Wild Tales,20-Feb-15,"Drama,Thriller,Comedy"
Jennifer's Body,18-Sep-09,"Thriller,Fantasy,Horror,Comedy"
21 Grams,21-Nov-03,"Drama,Thriller,Crime"
Downsizing,22-Dec-17,"Sci-Fi,Drama,Comedy"
Clerks II,21-Jul-06,"Drama,Comedy"
The Graduate,21-Dec-67,"Drama,Comedy,Romance"
Tammy,2-Jul-14,Comedy
The Road Warrior,21-May-82,"Action,Sci-Fi,Thriller"
The Taking of Pelham 1 2 3,12-Jun-09,"Action,Thriller,Crime"
A Very Harold & Kumar Christmas,4-Nov-11,Comedy
All the Money in the World,25-Dec-17,"Biography,Drama,History,Mystery,Thriller,Crime"
Cloudy with a Chance of Meatballs 2,27-Sep-13,"Sci-Fi,Fantasy,Comedy,Animation,Family"
Contraband,13-Jan-12,Thriller
Waltz with Bashir,25-Dec-08,"Biography,Drama,War,Animation"
Beautiful Creatures,14-Feb-13,"Drama,Fantasy,Romance"
Mr. Holmes,17-Jul-15,"Drama,Mystery,Crime"
Mike and Dave Need Wedding Dates,8-Jul-16,"Adventure,Comedy,Romance"
Battle of the Sexes,22-Sep-17,"Biography,Drama,Sport,Comedy"
It's Kind of a Funny Story,8-Oct-10,"Drama,Comedy"
Hot Pursuit,8-May-15,"Action,Comedy,Crime"
The Devil's Backbone,21-Nov-01,"Drama,Mystery,Thriller,Fantasy,Horror"
13th,7-Oct-16,"Crime,Documentary"
Yesterday,28-Jun-19,"Drama,Fantasy,Comedy,Romance,Music,Musical"
The Piano,1-Nov-93,"Drama,Romance"
Bobby,17-Nov-06,"Drama,History,Comedy"
Goon,30-Mar-12,"Sport,Comedy"
Chocolat,15-Dec-00,"Drama,Mystery,Romance"
Bullet to the Head,1-Feb-13,"Action,Thriller,Crime"
Infernal Affairs,24-Sep-04,"Mystery,Thriller,Crime"
The Light Between Oceans,2-Sep-16,"Drama,Romance"
Pawn Sacrifice,16-Sep-15,"Biography,Drama"
Casanova,25-Dec-05,"Adventure,Drama,Comedy,Romance"
Mysterious Skin,6-May-05,"Drama,Mystery"
How to Be Single,12-Feb-16,"Comedy,Romance"
Masterminds,30-Sep-16,"Action,Comedy,Crime"
The Science of Sleep,22-Sep-06,"Drama,Fantasy,Comedy,Romance"
Bright Star,16-Sep-09,"Biography,Drama,Romance"
Restrepo,25-Jun-10,"War,Documentary"
Mid90s,19-Oct-18,"Drama,Comedy"
Mr. Magorium's Wonder Emporium,16-Nov-07,"Fantasy,Comedy,Family"
Mistress America,14-Aug-15,Comedy
Black Book,4-Apr-07,"Drama,Thriller,War"
The Switch,20-Aug-10,"Drama,Comedy,Romance"
The Stepford Wives,11-Jun-04,"Thriller,Fantasy,Comedy"
Z for Zachariah,28-Aug-15,"Sci-Fi,Drama,Thriller"
Morgan,2-Sep-16,"Sci-Fi,Drama,Mystery,Thriller,Horror"
Failure to Launch,10-Mar-06,"Comedy,Romance"
"Hello, My Name Is Doris",11-Mar-16,"Drama,Comedy,Romance"
Hannah and Her Sisters,1-Feb-86,"Drama,Comedy,Romance"
The Girl Who Kicked the Hornet's Nest,29-Oct-10,"Drama,Thriller,Crime"
Running with Scissors,20-Oct-06,"Drama,Comedy"
Get Low,30-Jul-10,"Drama,Mystery,Comedy"
Virus,15-Jan-99,"Action,Sci-Fi,Thriller,Horror"
Where to Invade Next,23-Dec-15,Documentary
The Second Best Exotic Marigold Hotel,6-Mar-15,"Drama,Comedy"
Any Given Sunday,22-Dec-99,"Drama,Sport"
Think Like a Man,20-Apr-12,"Comedy,Romance"
Hamlet 2,22-Aug-08,Comedy
Hit and Run,22-Aug-12,"Action,Comedy,Romance"
Gringo,9-Mar-18,"Action,Drama,Comedy,Crime"
Dial M for Murder,28-May-54,"Mystery,Thriller,Crime"
Anacondas: The Hunt for the Blood Orchid,27-Aug-04,"Action,Adventure,Thriller,Horror"
Curious George,10-Feb-06,"Adventure,Comedy,Animation,Family"
Secret in Their Eyes,20-Nov-15,"Mystery,Thriller"
Darwin's Nightmare,3-Aug-05,Documentary
The Broken Circle Breakdown,1-Nov-13,"Drama,Romance,Music"
Summer of 84,10-Aug-18,"Drama,Mystery,Thriller,Horror"
Lovelace,9-Aug-13,"Biography,Drama"
Clear and Present Danger,3-Aug-94,"Action,Drama,Thriller"
Sex and Lucia,12-Jul-02,"Drama,Romance"
Wonderstruck,20-Oct-17,"Drama,Mystery,Family"
THX 1138,11-Mar-71,"Sci-Fi,Drama,Mystery,Thriller,Horror,Crime"
A Hijacking,21-Jun-13,"Drama,Thriller"
Il Divo,24-Apr-09,"Biography,Drama"
Last Flag Flying,3-Nov-17,"Drama,Comedy,War"
Maudie,16-Jun-17,"Biography,Drama,Romance"
Fever Pitch,8-Apr-05,"Drama,Sport,Comedy,Romance"
The Discovery,31-Mar-17,"Sci-Fi,Drama,Mystery,Thriller,Romance"
Happy as Lazzaro,30-Nov-18,Drama
The Hunter,6-Apr-12,"Adventure,Drama"
Find Me Guilty,17-Mar-06,"Drama,Comedy,Crime"
How I Live Now,8-Nov-13,"Action,Drama,Thriller,War"
The Last Days on Mars,6-Dec-13,"Sci-Fi,Thriller,Horror"
Weiner,20-May-16,Documentary
Baadasssss!,28-May-04,"Biography,Drama"
Leatherface,20-Oct-17,"Thriller,Horror"
Great Expectations,30-Jan-98,"Drama,Romance"
Goosebumps 2: Haunted Halloween,12-Oct-18,"Adventure,Fantasy,Horror,Comedy,Family"
Katyn,18-Feb-09,"Drama,History,War"
White Bird in a Blizzard,24-Oct-14,"Drama,Mystery,Thriller"
Windtalkers,14-Jun-02,"Action,History,Romance,War"
Courage Under Fire,12-Apr-96,"Action,Mystery,War"
War on Everyone,3-Feb-17,"Action,Comedy"
Take the Lead,7-Apr-06,"Drama,Music"
Sleuth,12-Oct-07,"Drama,Mystery,Thriller"
Crumb,28-Apr-95,"Biography,Documentary"
L.I.E.,7-Sep-01,Drama
Dr. Dolittle 2,22-Jun-01,"Comedy,Romance,Family"
Proud Mary,12-Jan-18,"Action,Thriller,Crime"
Earth,22-Apr-09,Documentary
The Rookie,29-Mar-02,"Drama,Sport,Family"
Escape from Tomorrow,11-Oct-13,"Drama,Fantasy,Horror"
Strangers with Candy,28-Jun-06,Comedy
Wonder Park,15-Mar-19,"Adventure,Fantasy,Comedy,Animation,Family"
Miss Bala,1-Feb-19,"Action,Drama,Thriller"
Sparkle,17-Aug-12,"Drama,Music,Musical"
Death and the Maiden,23-Dec-94,"Drama,Mystery,Thriller"
Thirteen Days,25-Dec-00,"Drama,History,Thriller"
The Great Buck Howard,20-Mar-09,Comedy
The Nutcracker,24-Nov-10,"Action,Fantasy,Family"
Baran,7-Dec-01,"Drama,Romance"
Blue Jay,7-Oct-16,Drama
Why We Fight,20-Jan-06,"History,War,Documentary"
Crystal Fairy & The Magical Cactus,12-Jul-13,"Adventure,Comedy"
Beau Travail,31-Mar-00,Drama
Collapse,6-Nov-09,Documentary
Wine Country,8-May-19,Comedy
"Jim & Andy: The Great Beyond — Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",17-Nov-17,Documentary
Heaven Knows What,29-May-15,Drama
Addicted,10-Oct-14,"Drama,Thriller"
Neruda,16-Dec-16,"Biography,Drama,History,Crime"
"The Adventures of Priscilla, Queen of the Desert",10-Aug-94,"Drama,Comedy,Music"
Heaven,4-Oct-02,"Drama,Thriller,Romance,Crime"
Lymelife,8-Apr-09,"Drama,Comedy"
The Angry Birds Movie 2,13-Aug-19,"Action,Adventure,Comedy,Animation,Family"
The Limehouse Golem,8-Sep-17,"Thriller,Horror"
A Futile and Stupid Gesture,26-Jan-18,"Biography,Comedy"
West of Memphis,25-Dec-12,Documentary
Buck,17-Jun-11,Documentary
L'Auberge Espagnole,16-May-03,"Drama,Comedy,Romance"
One Missed Call,22-Apr-05,"Mystery,Horror"
Days of Glory,6-Dec-06,"Action,Drama,War"
What's Eating Gilbert Grape,4-Mar-94,Drama
Gemini,30-Mar-18,"Mystery,Thriller"
Saving Grace,4-Aug-00,"Comedy,Crime"
Coming Home,9-Sep-15,Drama
Tim's Vermeer,6-Dec-13,Documentary
New York Doll,28-Oct-05,"Music,Documentary"
Alien Abduction,4-Apr-14,"Sci-Fi,Thriller,Horror"
Chasing Ice,9-Nov-12,"Biography,Documentary"
Something New,3-Feb-06,"Drama,Romance"
The Ballad of Jack and Rose,25-Mar-05,Drama
A Girl Like Her,27-Mar-15,Drama
Big Ass Spider!,18-Oct-13,"Sci-Fi,Comedy"
Saint Laurent,8-May-15,"Biography,Drama,Romance"
The Dish,14-Mar-01,"Drama,Comedy"
Last Days in the Desert,13-May-16,"Adventure,Drama,History"
Words and Pictures,23-May-14,"Drama,Comedy,Romance"
All I See Is You,27-Oct-17,"Drama,Mystery"
A Day Without a Mexican,14-May-04,"Drama,Mystery,Fantasy,Comedy"
The Identical,5-Sep-14,"Drama,Music"
The Dark Horse,1-Apr-16,Drama
Kill Zone 2,13-May-16,"Action,Thriller,Crime"
First Position,4-May-12,"Drama,Comedy,Family,Documentary"
Good,31-Dec-08,Drama
Unrest,22-Sep-17,"Drama,History,Romance,Documentary"
Evolution,25-Nov-16,"Sci-Fi,Drama,Mystery,Horror"
Stevie,28-Mar-03,Documentary
The Notorious Bettie Page,14-Apr-06,"Biography,Drama"
The Pirates of Somalia,8-Dec-17,"Biography,Drama"
The Sweeney,1-Mar-13,"Action,Drama,Crime"
Séraphine,5-Jun-09,"Biography,Drama,War"
Muscle Shoals,27-Sep-13,"Biography,History,Music,Documentary"
Climates,27-Oct-06,Drama
A Vigilante,29-Mar-19,"Drama,Mystery,Thriller,Crime"
Bart Got a Room,3-Apr-09,Comedy
Ishtar,15-May-87,"Adventure,Comedy,Musical"
Paradise Road,11-Apr-97,"Drama,History,War"
Flower,16-Mar-18,"Drama,Comedy"
Somersault,21-Apr-06,"Drama,Romance"
Sunshine State,21-Jun-02,Drama
Revenge of the Electric Car,21-Oct-11,Documentary
Winter in Wartime,18-Mar-11,"Drama,History,War"
Nasty Baby,23-Oct-15,Drama
One Swallow Brought Spring,21-Mar-03,"Drama,Comedy,Romance"
North Sea Texas,2-Nov-12,Drama
Enemies Closer,24-Jan-14,"Action,Thriller"
Killing Bono,4-Nov-11,Comedy
The Whole Truth,21-Oct-16,"Drama,Thriller"
Deep Sea,3-Mar-06,"Documentary,Short"
The Artist,23-Nov-11,Romance
The Ground Truth,15-Sep-06,"War,Documentary"
Dressed to Kill,25-Jul-80,"Mystery,Thriller"
Mondovino,23-Mar-05,Documentary
Zelary,17-Sep-04,"Drama,Romance"
Faust,15-Nov-13,"Drama,Fantasy"
Chrystal,10-Jun-05,"Drama,Crime"
Sunlight Jr.,15-Nov-13,Drama
Unfinished Song,21-Jun-13,"Drama,Comedy,Romance,Music"
4:44 Last Day on Earth,23-Mar-12,"Sci-Fi,Drama,Fantasy"
Mood Indigo,18-Jul-14,"Drama,Fantasy,Comedy,Romance"
Kaili Blues,20-May-16,"Drama,Mystery"
Love and Death on Long Island,6-Mar-98,"Drama,Comedy"
The Boys: The Sherman Brothers' Story,22-May-09,Documentary
Chariots of Fire,9-Apr-82,"Biography,Drama,Sport"
My Kid Could Paint That,5-Oct-07,"Mystery,Documentary"
Air Guitar Nation,23-Mar-07,"Biography,Comedy,Music,Documentary"
The Yes Men Fix the World,7-Oct-09,Documentary
Down Terrace,15-Oct-10,"Comedy,Crime"
Dave Made a Maze,18-Aug-17,"Adventure,Horror,Comedy"
Matthew Barney: No Restraint,20-Dec-06,Documentary
Exorcist II: The Heretic,17-Jun-77,Horror
4 Little Girls,9-Jul-97,"History,Documentary"
Aberdeen,17-Aug-01,Drama
Harry Is Here to Help,20-Apr-01,"Drama,Thriller,Comedy"
All About Lily Chou-Chou,12-Jul-02,"Drama,Thriller,Crime,Music"
Risk,5-May-17,Documentary
The End of the Line,19-Jun-09,Documentary
Ideal Home,29-Jun-18,"Drama,Comedy"
Juliet of the Spirits (re-release),18-May-01,"Drama,Fantasy,Comedy,Romance"
The Secret of the Grain,24-Dec-08,Drama
Under the Tree,6-Jul-18,"Drama,Comedy"
Ingrid Bergman in Her Own Words,13-Nov-15,"Biography,Documentary"
Mia Madre,26-Aug-16,Drama
The Wrecking Crew,13-Mar-15,"Music,Documentary"
